vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Comedie,Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,House of Cards,Stranger Things,Twin Peaks,Lost",2,0,2,2,-1,-2,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,21,homme,2A,Francais,Le requin,"Americaine,Japonais",Edouard,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Non,,"Action - Aventure,Comedie,Dramatique,Dessins animes,Policier","Friends,Les Simpsons,Rich and Morty,Prison Break,Lost",2,0,-2,1,-1,1,1,"Des plateformes de visionnage payantes,chaines gratuites",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,25,homme,Doctorant,Libanais,L'ours,"Americaine,Arabe",,"VO,VOSTEN"
Oui,Entre 3h et 6h,Le weekend,"En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Policier,Romantique,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Serie de Fourier",2,1,0,0,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,34,femme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British,Francaise,Japonais",Antoine,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Dramatique,Policier,SF - Fantastique","Game of Thrones,House of Cards,Le Bureau des Legendes,The Wire,Stranger Things",2,0,1,-1,-1,-2,1,"Des plateformes de visionnage payantes,chaines gratuites",En couple,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,28,homme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British,Francaise",Amelie,VOSTFR
Non,,,,,,,,"Action - Aventure,Comedie","Game of Thrones,Friends,Les Simpsons,Lost,Serie de Fourier",2,1,2,1,1,1,1,"chaines gratuites,chaines payantes,Sur support physique",Seul,Entre 20min et 30min,Oui,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Moins de 5E,22,homme,3A,Francais,L'ours,"Americaine,Francaise",Ferdinand,"VOSTFR,VF"
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Dramatique,Horreur - Epouvante,SF - Fantastique","Game of Thrones,House of Cards,Vikings,The Wire,Stranger Things",2,0,2,0,0,0,0,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,30,femme,Personnel de l'ecole,Francais,L'ours,"Americaine,Francaise",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Rich and Morty,Dragon Ball,Serie de Fourier",1,0,0,1,-1,1,1,"Des plateformes de visionnage payantes","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,British,Japonais",Anis,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Rich and Morty,Dragon Ball,Prison Break",2,1,1,1,1,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,Entre amis,En famille",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Libanais,L'ours,"Americaine,Arabe,Japonais",Ferdinand,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Comedie,Policier","Grey's Anatomy,House of Cards,Downtown Abbey,Stranger Things,Prison Break",2,-1,1,-2,2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,En famille",Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British,Japonais",Ferdinand,"VO,VOSTFR,VOSTEN,VF"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Horreur - Epouvante,SF - Fantastique","Game of Thrones,Grey's Anatomy,Les Simpsons,Vikings,Stranger Things",1,1,-2,-2,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,20,femme,2A,Francais,Le requin,"Latino,Americaine,British",Edouard,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,Le weekend,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Anime - Manga,Comedie,Dramatique","Game of Thrones,Hana Yori Dango,Stranger Things,Prison Break,Lost",2,1,1,-2,-2,-2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Moins de 5E,22,femme,3A,Francais,Le requin,"Americaine,British,Japonais",Anis,VOSTFR
Oui,Moins d'1h,Le weekend,En soiree,Je n'ai pas de preference,Oui,Non,,"Anime - Manga,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Stranger Things,Twin Peaks",2,0,1,-2,-1,0,-1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 20min et 30min,,Je ne connais pas,Moins de 5E,21,homme,1A,Francais,Le requin,"Americaine,British",Anis,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Dramatique,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Rich and Morty,Stranger Things",2,0,1,0,-1,-1,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,25,femme,Ancien eleve,Francais,L'ours,"Americaine,British",Edouard,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Policier","Friends,House of Cards,Le Bureau des Legendes,Lost,Serie de Fourier",1,0,-1,1,0,1,1,"Des plateformes de visionnage payantes",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,Le requin,"Americaine,British,Francaise",Amelie,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Non,,Non,"Comedie,Dramatique","Les Simpsons,House of Cards,Stranger Things,Lost,Serie de Fourier",1,0,-2,1,-2,-2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British,Francaise",Ahmed,VOSTEN
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Oui,Oui,,Sitcom,"Game of Thrones,Les Simpsons,Le Bureau des Legendes,Un Dos Tres,Stranger Things",1,1,-1,-2,-2,-2,-1,"En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 1h et 1h30,,Je ne connais pas,Entre de 5E et 10E,22,homme,3A,Francais,Le requin,"Americaine,Espagnole",Antoine,"VO,VOSTFR,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,Policier,SF - Fantastique","Game of Thrones,Vikings,Stranger Things,Dragon Ball,Prison Break",1,2,2,1,0,1,0,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Entre de 5E et 10E,21,homme,2A,Marocain,L'ours,"Americaine,British",Amelie,"VO,VOSTEN"
Oui,Entre 3h et 6h,En semaine,En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,SF - Fantastique","Game of Thrones,Les Simpsons,Rich and Morty,Prison Break,Serie de Fourier",0,1,0,0,-2,0,-2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Le prix est trop eleve,Adaptees a mes besoins",Entre de 5E et 10E,21,homme,1A,Francais,L'ours,"Americaine,British",Amelie,"VO,VOSTFR"
Non,,,,,,,,"Action - Aventure,Comedie,Policier","Game of Thrones,House of Cards,Downtown Abbey,Stranger Things,Lost",2,1,2,-2,2,-2,0,"En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 40min et 1h,Oui,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,20,femme,1A,Francais,L'ours,"Americaine,British",,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Anime - Manga,Comedie,Dramatique,Dessins animes,Policier,SF - Fantastique,Sitcom","Friends,House of Cards,Downtown Abbey,Rich and Morty,Stranger Things",-2,-2,-2,-2,-2,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Pas adaptees a mes besoins,Plus de 20E,23,homme,2A,Francais,L'ours,"Americaine,British,Francaise,Japonais",,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,Le weekend,En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,Policier,Romantique,SF - Fantastique","Game of Thrones,My Love from another Star,Vikings,Downtown Abbey,Stranger Things",2,1,0,0,-1,-1,0,"Des plateformes de visionnage payantes,Sur support physique","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve",Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British,Coreen,Japonais",Anis,"VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,En semaine,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,Comedie,"Game of Thrones,Friends,Grey's Anatomy,House of Cards,Stranger Things",2,-2,1,0,-1,-1,-1,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Americaine,Francaise",Antoine,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,SF - Fantastique,Sitcom","Game of Thrones,Friends,Vikings,Rich and Morty,Stranger Things",2,-1,1,2,-1,-1,-2,"En telechargement ou streaming illegal,Sur support physique",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Je ne souhaite pas payer pour ce genre de service,19,femme,1A,Francais,Le requin,"Americaine,British,Japonais",Antoine,"VO,VOSTEN"
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Non,,Oui,Dramatique,"Friends,The Wire,Rich and Morty,The Sopranos,Serie de Fourier",1,2,-1,-1,-2,0,-1,"En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Le prix est trop eleve,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,20,homme,2A,Francais,L'ours,Americaine,Amelie,"VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Non,,Oui,"Action - Aventure,Romantique,SF - Fantastique","Friends,Grey's Anatomy,My Love from another Star,Le Bureau des Legendes,Un Dos Tres",-2,-2,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,Le prix est trop eleve,Moins de 5E,20,femme,3A,Francais,Le requin,"Americaine,British",Edouard,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Non,,Non,"Action - Aventure,Anime - Manga,Comedie,Dramatique,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Rich and Morty,Prison Break",2,-2,1,1,-2,1,1,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,22,homme,2A,Francais,Le requin,"Americaine,Francaise,Japonais",Amelie,"VO,VOSTFR"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,SF - Fantastique","Game of Thrones,Friends,Vikings,Downtown Abbey,Stranger Things",1,0,1,2,1,-1,-1,"En telechargement ou streaming illegal","Seul,En couple,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,20,homme,1A,Algerien,L'ours,"Americaine,British",Anis,"VO,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Oui,Oui,,"Comedie,Horreur - Epouvante,SF - Fantastique,Sitcom","Grey's Anatomy,Les Simpsons,Downtown Abbey,Prison Break,Lost",-1,1,1,1,-2,-1,-1,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Le prix est trop eleve,Pas adaptees a mes besoins",Je ne souhaite pas payer pour ce genre de service,19,homme,1A,Francais,Le requin,Americaine,Antoine,"VOSTFR,VOSTEN,VF"
Oui,Entre 1h et 3h,En semaine,"En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,SF - Fantastique","Game of Thrones,Vikings,Rich and Morty,Stranger Things,Lost",2,1,0,-2,-1,-2,-1,"En telechargement ou streaming illegal","Seul,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,2A,Francais,L'ours,Americaine,Ahmed,"VO,VOSTFR,VOSTEN,VF"
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dessins animes,Policier,SF - Fantastique,Sitcom","Friends,Les Simpsons,Vikings,Rich and Morty,Serie de Fourier",0,-2,0,0,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,20,homme,1A,Francais,L'ours,"Americaine,British,Francaise,Japonais",Amelie,"VO,VOSTFR,VOSTEN,VF"
Oui,Moins d'1h,Le weekend,En soiree,Je n'ai pas de preference,Non,,Oui,SF - Fantastique,"Game of Thrones,Friends,Les Simpsons,Vikings,Rich and Morty",2,1,-2,0,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 1h et 1h30,,Le prix est trop eleve,Moins de 5E,24,homme,3A,Francais,L'ours,,,"VO,VOSTFR"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Dramatique,Dessins animes,Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,Grey's Anatomy,Downtown Abbey,Rich and Morty,Stranger Things",1,2,0,0,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,femme,3A,Francais,Le requin,"Americaine,British",,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend","La journee,En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Policier,SF - Fantastique","Les Simpsons,Vikings,The Wire,Stranger Things,Lost",2,2,1,-2,-2,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,21,homme,2A,Francais,Le requin,Americaine,,"VO,VOSTEN"
Oui,Moins d'1h,En semaine,En soiree,Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Policier","Game of Thrones,Les Simpsons,House of Cards,Downtown Abbey,Twin Peaks",2,-2,0,-2,-2,0,0,"En telechargement ou streaming illegal,Sur support physique","Seul,En couple,Entre amis",Entre 30min et 40min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,21,femme,2A,Luxembourgeois,Le requin,"Americaine,British,Allemande",,VO
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,SF - Fantastique,Sitcom","Game of Thrones,House of Cards,Prison Break,Lost,Serie de Fourier",1,1,-2,1,1,-2,-2,"En telechargement ou streaming illegal","Seul,En couple",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,homme,2A,Francais,L'ours,"Americaine,Francaise",Ferdinand,"VO,VOSTFR,VOSTEN"
Oui,Moins d'1h,"En semaine,Le weekend","La journee,En soiree,La nuit",Ne regarder que les series completement terminees,Oui,Oui,,"Dessins animes,SF - Fantastique","Game of Thrones,House of Cards,Le Bureau des Legendes,Rich and Morty,Serie de Fourier",2,2,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal","Seul,En couple",Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,20,homme,2A,Francais,L'ours,Americaine,Amelie,"VO,VOSTEN"
