vue_serie_6_mois,temps,periode,moment,attente,Binge_watching,refaire_binge_watching,pratiquer_binge_watching,type_serie,choix_serie,Recommandations_d'un_ami,Avis_d’autres_utilisateurs_sur_des_sites_web,Buzz,Acteurs,Pub,Realisateur/Production,Recommandations_plateformes,plateforme_serie,compagnie_serie,duree_ideal_serie,serie_avant,avis_netflix,prix_plateforme,age,sexe,categorie,nationalite,choix_fun,origine_serie,choix_ile,langue_serie
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Comedie,Dramatique,Romantique","Grey's Anatomy,House of Cards,Le Bureau des Legendes,Un Dos Tres,Lost",2,2,-1,-2,-2,-1,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,21,femme,2A,Francais,L'ours,"Americaine,Francaise",Edouard,"VO,VOSTEN"
Oui,Entre 1h et 3h,En semaine,"En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Vikings,Prison Break,Lost,Serie de Fourier",1,1,1,1,1,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Moins de 5E,78,homme,3A,Camerounais,Le requin,"Americaine,British,",Amelie,"VO,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",La nuit,Ne regarder que les series completement terminees,Oui,Oui,,"Action - Aventure,Comedie,Policier","Game of Thrones,Les Simpsons,House of Cards,Vikings,Dragon Ball",1,-1,1,1,-1,0,-1,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,23,homme,2A,Francais,L'ours,Americaine,Amelie,VOSTEN
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Policier","Game of Thrones,House of Cards,Vikings,Dragon Ball,Serie de Fourier",2,-2,0,0,0,-2,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,Pas adaptees a mes besoins,Moins de 5E,24,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Japonais",Amelie,"VOSTFR,VOSTEN,VF"
Oui,Moins d'1h,En semaine,La nuit,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Dramatique,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Twin Peaks,Serie de Fourier",1,1,0,-1,-1,1,0,"En telechargement ou streaming illegal","En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,26,homme,Ancien eleve,Francais,Le requin,"Americaine,British,Russe",Amelie,VO
Non,,,,,,,,"Action - Aventure,Policier","House of Cards,Le Bureau des Legendes,The Wire,Prison Break,Serie de Fourier",-2,-2,-2,1,0,-2,-2,chaines gratuites,En famille,Entre 1h et 1h30,Oui,"Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Je ne souhaite pas payer pour ce genre de service,48,homme,Doctorant,Francais,L'ours,"Americaine,Africaine",Amelie,
Oui,Moins d'1h,En semaine,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Sitcom","Game of Thrones,Friends,Les Simpsons,Prison Break,Serie de Fourier",1,-1,1,-2,-1,-1,1,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,homme,2A,Francais,L'ours,Americaine,Amelie,VOSTFR
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Vikings,Prison Break,Lost,Serie de Fourier",-2,-2,-2,-2,-2,-2,-2,chaines gratuites,En couple,Entre 20min et 30min,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,57,homme,Personnel de l'ecole,Francais,Le requin,"Americaine,British,Francaise",,VF
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Horreur - Epouvante,Sitcom","Game of Thrones,House of Cards,Rich and Morty,Stranger Things,Twin Peaks",1,-1,0,-1,-2,0,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Latino,Americaine,British,Francaise",,"VOSTFR,VF"
Oui,Entre 6h et 10h,En semaine,En soiree,Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Anime - Manga,Comedie,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,Vikings,Stranger Things,Dragon Ball",1,1,0,-1,-2,0,0,"Des plateformes de visionnage payantes",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,27,homme,Doctorant,Marocain,L'ours,"Americaine,British,Japonais",,VOSTEN
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Comedie,Dramatique,Policier","Friends,Le Bureau des Legendes,The Wire,Downtown Abbey,The Sopranos",2,2,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 1h et 1h30,,Pas adaptees a mes besoins,Je ne souhaite pas payer pour ce genre de service,61,femme,Enseignant/Chercheur,Britannique,L'ours,"Americaine,British,Francaise",,VO
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Comedie,Dramatique,Policier","Friends,Le Bureau des Legendes,The Wire,Downtown Abbey,The Sopranos",2,2,-2,-2,-2,-2,-2,"En telechargement ou streaming illegal,chaines gratuites",Seul,Entre 1h et 1h30,,Pas adaptees a mes besoins,Je ne souhaite pas payer pour ce genre de service,61,femme,Enseignant/Chercheur,Britannique,L'ours,"Americaine,British,Francaise",,VO
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Ne regarder que les series completement terminees,Non,,Oui,"Comedie,Horreur - Epouvante,SF - Fantastique","Friends,Les Simpsons,House of Cards,Twin Peaks,Lost",1,1,0,0,0,0,0,"En telechargement ou streaming illegal,chaines gratuites","Seul,En couple",Entre 40min et 1h,,Je ne connais pas,Je ne souhaite pas payer pour ce genre de service,34,homme,Personnel de l'ecole,Francais,L'ours,"Americaine,Francaise",Amelie,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,SF - Fantastique","Game of Thrones,My Love from another Star,House of Cards,Downtown Abbey,Rich and Morty",1,0,1,1,0,0,-2,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En couple,Entre amis,En famille",Entre 30min et 40min,,"Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British,Francaise,Coreen,Chinois,Japonais",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Dragon Ball,Prison Break",2,0,1,0,0,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,23,homme,3A,Francais,L'ours,"Americaine,British",,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,"En semaine,Le weekend","La journee,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Dramatique,Horreur - Epouvante,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Dragon Ball,Prison Break,Lost",2,-2,0,0,1,-2,-2,"En telechargement ou streaming illegal,Sur support physique","Seul,Entre amis",Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,20,femme,2A,Francais,L'ours,"Americaine,British,Japonais",Amelie,VOSTEN
Oui,Entre 3h et 6h,En semaine,La nuit,Je n'ai pas de preference,Non,,Oui,"Action - Aventure,Policier","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Serie de Fourier",1,-1,0,0,0,0,1,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,20,homme,1A,Autre,L'ours,Americaine,Edouard,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Oui,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Vikings,Dragon Ball",2,1,1,1,-2,-2,-1,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,24,homme,Ancien eleve,Francais,Le requin,"Americaine,Francaise",Amelie,"VO,VOSTEN"
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Dramatique","Friends,Les Simpsons,House of Cards,Stranger Things,Serie de Fourier",1,0,0,1,-1,0,0,"En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,25,homme,Ancien eleve,Francais,Le requin,Americaine,Amelie,VOSTFR
Oui,Plus de 10h #jen'aipasdevie,"En semaine,Le weekend","La journee,En soiree",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Policier,SF - Fantastique","Game of Thrones,Friends,Grey's Anatomy,Stranger Things,Lost",1,0,0,1,-1,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,femme,3A,Francais,L'ours,"Americaine,British,Francaise,Scandinave",Edouard,"VOSTFR,VOSTEN,VF"
Oui,Entre 6h et 10h,En semaine,En soiree,Je n'ai pas de preference,Oui,Oui,,"Anime - Manga,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Friends,House of Cards,Vikings,Stranger Things",1,1,-1,1,-2,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 20min et 30min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre 10E et 20E,24,homme,3A,Francais,L'ours,"Americaine,British,Francaise,Japonais",Anis,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Rich and Morty,Stranger Things",1,1,2,0,-1,2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,21,homme,1A,Francais,Le requin,"Americaine,British,Japonais",Amelie,VOSTFR
Oui,Entre 1h et 3h,En semaine,"La journee,En soiree",Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Dramatique,Sitcom","Game of Thrones,Friends,Les Simpsons,House of Cards,The Wire",1,1,0,0,-1,-2,-2,"En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,24,homme,Ancien eleve,Francais,L'ours,Americaine,Amelie,"VO,VOSTFR"
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Oui,"Action - Aventure,Comedie,Horreur - Epouvante,Policier,Sitcom","Game of Thrones,House of Cards,Vikings,Stranger Things,Lost",1,0,0,1,0,1,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple",Entre 30min et 40min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre 10E et 20E,29,homme,Personnel de l'ecole,Francais,L'ours,Americaine,Amelie,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,House of Cards,Stranger Things,Twin Peaks",1,-2,0,2,-2,-2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,20,homme,2A,Francais,L'ours,"Latino,Americaine,British,Francaise",Anis,VOSTEN
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Stranger Things,Dragon Ball",1,0,2,0,0,-2,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,21,homme,2A,Francais,L'ours,"Americaine,British",Amelie,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Regarder une serie en cours de diffusion,Non,,Oui,SF - Fantastique,"Game of Thrones,House of Cards,Vikings,Downtown Abbey,Stranger Things",2,1,1,-2,-2,-2,0,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 1h et 1h30,,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,22,homme,3A,Francais,L'ours,Americaine,Anis,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Non,"Action - Aventure,Comedie,SF - Fantastique,Sitcom","Game of Thrones,Friends,Les Simpsons,House of Cards,Downtown Abbey",0,1,1,1,0,-2,0,"En telechargement ou streaming illegal,Sur support physique",En couple,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Entre de 5E et 10E,36,homme,Enseignant/Chercheur,Francais,Le requin,"Americaine,British",Amelie,VOSTFR
Oui,Moins d'1h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Non,,"Dramatique,Policier","Game of Thrones,House of Cards,Le Bureau des Legendes,The Wire,Prison Break",0,1,-1,0,-2,1,0,"En telechargement ou streaming illegal,chaines payantes","Seul,En couple",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,30,homme,Enseignant/Chercheur,Francais,L'ours,"Americaine,British,Francaise",Antoine,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Anime - Manga,Dramatique,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Vikings,Stranger Things",1,1,1,0,-1,0,0,"chaines gratuites,Sur support physique",En couple,Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,24,homme,Doctorant,Francais,Le requin,Americaine,,"VOSTFR,VF"
Oui,Entre 3h et 6h,En semaine,"En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Comedie","Game of Thrones,Friends,Grey's Anatomy,Les Simpsons,Stranger Things",2,0,1,-2,0,1,1,"En telechargement ou streaming illegal,chaines gratuites","Seul,En couple",Entre 40min et 1h,,"Le prix est trop eleve,Pas adaptees a mes besoins",Entre 10E et 20E,24,femme,Ancien eleve,Francais,Le requin,Americaine,Amelie,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,Les Simpsons,House of Cards,Stranger Things",1,1,0,-1,-1,-1,-1,"En telechargement ou streaming illegal,chaines gratuites,Sur support physique",Seul,Entre 20min et 30min,,Pas adaptees a mes besoins,Entre de 5E et 10E,23,homme,3A,Francais,Le requin,"Americaine,British,Japonais",Anis,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Policier","Game of Thrones,Friends,Grey's Anatomy,Les Simpsons,Prison Break",1,0,1,0,0,0,1,"En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,21,femme,1A,Francais,Le requin,Americaine,Ferdinand,"VOSTFR,VF"
Oui,Entre 1h et 3h,En semaine,La journee,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Policier,SF - Fantastique,Sitcom","Game of Thrones,The Wire,Rich and Morty,Prison Break,Lost",2,2,1,1,1,2,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 20min et 30min,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,23,femme,3A,Francais,L'ours,"Americaine,British,Japonais",,VOSTEN
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Policier,SF - Fantastique","Game of Thrones,The Wire,Downtown Abbey,Stranger Things,Twin Peaks",1,1,0,0,-2,-2,-1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites,Sur support physique","Seul,En couple",Entre 40min et 1h,,"Le prix est trop eleve,Je prefere acceder au contenu illegalement et gratuitement",Moins de 5E,22,femme,2A,Francais,Le requin,"Americaine,British,Japonais",,VOSTEN
Non,,,,,,,,"Action - Aventure,Comedie,Policier,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,Vikings,Dragon Ball",2,1,2,-1,-2,-1,-2,"En telechargement ou streaming illegal",Seul,Entre 40min et 1h,Oui,Je prefere acceder au contenu illegalement et gratuitement,Moins de 5E,23,homme,3A,Francais,Le requin,"Americaine,British",Edouard,"VOSTFR,VOSTEN,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Comedie,Horreur - Epouvante,SF - Fantastique,Sitcom","Game of Thrones,Friends,Rich and Morty,Stranger Things,Serie de Fourier",2,2,2,2,2,2,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Moins de 5E,62,homme,1A,Bahameen,Le requin,"Americaine,British",Amelie,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,Le weekend,"La journee,En soiree",Je n'ai pas de preference,Oui,Non,,"Action - Aventure,Comedie,Policier","Grey's Anatomy,House of Cards,Le Bureau des Legendes,Stranger Things,Lost",2,0,1,0,1,1,2,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",En couple,Entre 30min et 40min,,Adaptees a mes besoins,Entre de 5E et 10E,22,femme,2A,Francais,Le requin,Americaine,Edouard,VOSTFR
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,Vikings,Rich and Morty,Stranger Things",2,-1,-1,1,0,1,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple,Entre amis,En famille",Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,24,homme,3A,Francais,Le requin,"Americaine,British,Francaise,Japonais",Edouard,"VO,VOSTFR,VOSTEN"
Oui,Entre 3h et 6h,En semaine,En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Anime - Manga,SF - Fantastique","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Dragon Ball",1,0,1,1,0,0,0,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,Sur support physique","Seul,En couple,Entre amis",Entre 40min et 1h,,Proposent une large gamme de films et des series en illimite et sans publicite,Entre de 5E et 10E,26,homme,Doctorant,Francais,Le requin,"Americaine,British,Francaise,Japonais",Amelie,VOSTFR
Oui,Moins d'1h,"En semaine,Le weekend","En soiree,La nuit",Attendre la sortie de la saison entiere avant de commencer le visionnage,Non,,Oui,"Action - Aventure,Anime - Manga,Dessins animes,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Dragon Ball,Serie de Fourier",1,0,0,1,-1,-2,-2,"En telechargement ou streaming illegal","Seul,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins",Moins de 5E,21,homme,2A,Francais,L'ours,"Americaine,British,Francaise,Japonais",,VOSTFR
Oui,Entre 3h et 6h,"En semaine,Le weekend",En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Horreur - Epouvante,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Vikings,Rich and Morty,Stranger Things",1,0,0,2,-2,2,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,En couple,Entre amis",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,24,homme,2A,Francais,Le requin,"Americaine,British,Japonais",,"VO,VOSTFR,VOSTEN"
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Attendre la sortie de la saison entiere avant de commencer le visionnage,Oui,Oui,,"Action - Aventure,Comedie,Dramatique,Policier,Romantique","Friends,Les Simpsons,House of Cards,Un Dos Tres,Prison Break",2,-2,2,0,0,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,En couple",Entre 20min et 30min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Moins de 5E,21,femme,2A,Francais,L'ours,"Americaine,British",Edouard,VOSTFR
Oui,Entre 1h et 3h,Le weekend,La nuit,Regarder une serie en cours de diffusion,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dramatique,Dessins animes,Horreur - Epouvante,Policier,Romantique,SF - Fantastique,Sitcom","Game of Thrones,Les Simpsons,Dragon Ball,Prison Break,Serie de Fourier",-1,-1,-1,-1,2,1,2,"En telechargement ou streaming illegal",Seul,Entre 30min et 40min,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,28,homme,Ancien eleve,Ivoirien,L'ours,"Americaine,British,Japonais",Amelie,"VO,VOSTFR,VF"
Oui,Entre 3h et 6h,Le weekend,En soiree,Regarder une serie en cours de diffusion,Oui,Oui,,"Comedie,Dramatique,SF - Fantastique","Game of Thrones,Friends,Grey's Anatomy,Downtown Abbey,Stranger Things",2,1,2,0,-2,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal",Seul,Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Pas adaptees a mes besoins,Je prefere acceder au contenu illegalement et gratuitement",Entre de 5E et 10E,27,femme,Master,Francais,Le requin,"Americaine,British",Antoine,VOSTFR
Oui,Entre 1h et 3h,"En semaine,Le weekend",En soiree,Je n'ai pas de preference,Oui,Oui,,"Comedie,Policier,Romantique","Game of Thrones,Friends,Grey's Anatomy,Le Bureau des Legendes,Downtown Abbey",2,0,2,0,-1,0,0,"Des plateformes de visionnage payantes",Seul,Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre 10E et 20E,21,femme,en cesure,Francais,L'ours,"Americaine,British,Francaise",Edouard,"VO,VOSTEN"
Oui,Entre 6h et 10h,"En semaine,Le weekend","La journee,En soiree,La nuit",Je n'ai pas de preference,Oui,Oui,,"Action - Aventure,Anime - Manga,Comedie,Dessins animes,Policier,SF - Fantastique,Sitcom","Game of Thrones,Friends,Les Simpsons,Rich and Morty,Dragon Ball",1,-2,0,1,-1,0,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal,chaines gratuites","Seul,Entre amis,En famille",Entre 30min et 40min,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Moins de 5E,21,homme,2A,Francais,L'ours,Americaine,Edouard,"VOSTFR,VF"
Oui,Entre 1h et 3h,"En semaine,Le weekend","En soiree,La nuit",Je n'ai pas de preference,Oui,Non,,"Dramatique,Policier,SF - Fantastique","Game of Thrones,Les Simpsons,Stranger Things,The Sopranos,Twin Peaks",2,0,0,1,0,1,1,"Des plateformes de visionnage payantes,En telechargement ou streaming illegal","Seul,Entre amis",Entre 40min et 1h,,Adaptees a mes besoins,Entre de 5E et 10E,26,homme,Ancien eleve,Francais,L'ours,"Americaine,British,Japonais",Amelie,"VO,VOSTFR,VOSTEN"
Non,,,,,,,,"Action - Aventure,Anime - Manga","Game of Thrones,Les Simpsons,House of Cards,Prison Break,Lost",1,1,1,1,0,1,-2,"chaines gratuites,Sur support physique","Entre amis,En famille",Entre 1h et 1h30,Oui,Pas adaptees a mes besoins,Moins de 5E,51,homme,Personnel de l'ecole,Francais,L'ours,Americaine,Amelie,"VOSTFR,VF"
Oui,Entre 1h et 3h,Le weekend,"La journee,En soiree",Je n'ai pas de preference,Oui,Non,,"Action - Aventure,Dramatique,Policier,SF - Fantastique","Game of Thrones,Friends,Les Simpsons,House of Cards,Downtown Abbey",2,1,0,0,-1,0,0,"Des plateformes de visionnage payantes","Seul,Entre amis",Entre 40min et 1h,,"Proposent une large gamme de films et des series en illimite et sans publicite,Adaptees a mes besoins",Entre de 5E et 10E,22,homme,3A,Francais,L'ours,"Americaine,British,Francaise",,"VO,VOSTEN"
Oui,Entre 1h et 3h,En semaine,En soiree,Regarder une serie en cours de diffusion,Non,,Non,"Action - Aventure,Policier,SF - Fantastique","Game of Thrones,House of Cards,Vikings,Twin Peaks,Serie de Fourier",-1,-1,-1,0,1,0,0,chaines gratuites,En couple,Entre 1h et 1h30,,Je prefere acceder au contenu illegalement et gratuitement,Je ne souhaite pas payer pour ce genre de service,49,homme,Enseignant/Chercheur,Belge,Le requin,"Americaine,Francaise,Marsienne",,VF
